"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000174607",521.646253243796,-1.99059125980975,0.199863088320903,-9.95977434619457,2.28580939139615e-23,2.33140334342775e-21
"ENSG00000008394",6648.15818836339,-1.0120959810127,0.101644169923224,-9.95724576999522,2.34468265318562e-23,2.37873043852177e-21
"ENSG00000113389",151.782350746126,3.13451606490394,0.31605089188699,9.91775737821601,3.48498248091478e-23,3.51688205600464e-21
"ENSG00000242265",3556.81471114295,1.17691931307875,0.118724384708426,9.91303779732474,3.65364865201382e-23,3.66768635472945e-21
"ENSG00000158292",497.005849709231,2.08949992533281,0.21116247676224,9.89522360871672,4.36633542513242e-23,4.36016311851051e-21
"ENSG00000163110",1867.11419837631,1.30156119133394,0.131556169182399,9.89357777307551,4.43874528315026e-23,4.40938483257942e-21
"ENSG00000096433",1914.38854814589,1.22401991249938,0.124108825668971,9.86247276051215,6.05397626674794e-23,5.98277146817013e-21
"ENSG00000116285",2746.78699204441,1.28566079018303,0.130433792166663,9.85680757130999,6.40536131862747e-23,6.29739466134957e-21
"ENSG00000176387",1026.03631734341,1.5921002674031,0.161747482582816,9.84312239040838,7.3396855054539e-23,7.17896521259089e-21
"ENSG00000146112",1250.86470859767,1.625035347272,0.165342348163621,9.82830693600581,8.50363080328975e-23,8.27498726077273e-21
"ENSG00000164683",177.959919657248,3.34986339014885,0.340950658920488,9.82506794606332,8.78147932036016e-23,8.50198756737204e-21
"ENSG00000188994",1307.98634331802,1.48890550263252,0.152299192911234,9.77618774053724,1.42476250202312e-22,1.37244925258015e-20
"ENSG00000129657",1361.47060766465,1.50283424215967,0.153812918364662,9.77053330850093,1.50656913306971e-22,1.44395945100697e-20
"ENSG00000196968",2165.71454790837,3.25877712086239,0.334912679426866,9.73022916432759,2.24087548661642e-22,2.13701090781175e-20
"ENSG00000164032",4031.70362744011,1.08830158583138,0.111961362877201,9.72033170965448,2.46975608398773e-22,2.34356506417402e-20
"ENSG00000228253",13505.6878113305,-1.17792990330079,0.121209709574135,-9.71811505397875,2.52410626058914e-22,2.38328112416914e-20
"ENSG00000146674",8336.20780295847,1.37200437852673,0.14144090282534,9.70019528382791,3.00922118020398e-22,2.82733377192269e-20
"ENSG00000114315",341.768521782648,2.25988389707809,0.233755099217643,9.66774160068258,4.13399847447601e-22,3.86508592665102e-20
"ENSG00000124942",27631.4378327224,1.00623718785469,0.104365367468767,9.64148560254743,5.34093478800279e-22,4.96915362007693e-20
"ENSG00000075618",1423.91596867889,1.675420701211,0.174383971204276,9.6076530981645,7.42213762536328e-22,6.87196266643465e-20
"ENSG00000137504",2232.94472626106,1.09383577890569,0.114028430118746,9.5926584077901,8.58441371578664e-22,7.90968709184535e-20
"ENSG00000102804",2999.27621841354,1.18788978979875,0.124040885564627,9.57659875122257,1.002934172575e-21,9.19661705457839e-20
"ENSG00000121691",2190.15205322051,-1.07273737570499,0.112062374475366,-9.57268111377386,1.04168598189673e-21,9.50625680991212e-20
"ENSG00000140465",132.957586074483,3.28423425540068,0.343139336935506,9.57113889865084,1.05734416671547e-21,9.60320251988774e-20
"ENSG00000083642",3553.62483770686,1.28719758049867,0.134796075201827,9.54922150790651,1.30674513219344e-21,1.18121089603439e-19
"ENSG00000188257",279.025134282647,2.50941134178666,0.263298671491548,9.53066465383672,1.56279416300514e-21,1.40599872976401e-19
"ENSG00000175105",1087.58692657545,1.50967086679115,0.15883616781128,9.50457875932171,2.00859285721362e-21,1.79858645848053e-19
"ENSG00000091409",7002.68581381575,-1.04829492656005,0.11045580840699,-9.49062744348811,2.296477664865e-21,2.04676254682103e-19
"ENSG00000115461",833.257000702116,5.71464038599121,0.602675204002949,9.48212295451141,2.49161443533792e-21,2.2103517267535e-19
"ENSG00000106261",3394.1266915904,1.06159519947441,0.112712685724231,9.41859554364418,4.57161815693498e-21,4.03678116237134e-19
"ENSG00000143499",687.640382555682,1.66128285845051,0.176694597133801,9.40200144995106,5.35348766956714e-21,4.70539494569834e-19
